id,sentence,sense_keys,glosses,target
d001.s012.t009,"Oncogenes must be present for a cell to become malignant , but researchers have found them in normal as well as in cancerous [TGT] cells [TGT] , suggesting that oncogenes do n't cause cancer by themselves .","['cell%1:06:01::', 'cell%1:06:03::', 'cell%1:14:00::', 'cell%1:06:00::', 'cell%1:06:04::', 'cell%1:06:02::', 'cell%1:03:00::']","['a room where a prisoner is kept', 'any small compartment', 'a small unit serving as part of or as the nucleus of a larger political movement', 'a device that delivers an electric current as the result of a chemical reaction', 'a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver', 'small room in which a monk or nun lives', '(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals']",[6]
d001.s012.t010,"Oncogenes must be present for a cell to become malignant , but researchers have found them in normal as well as in cancerous cells , [TGT] suggesting [TGT] that oncogenes do n't cause cancer by themselves .","['suggest%2:32:02::', 'suggest%2:32:04::', 'suggest%2:32:00::', 'suggest%2:32:01::', 'suggest%2:32:03::']","['imply as a possibility', 'drop a hint; intimate by a hint', 'make a proposal, declare a plan for something', 'call to mind', 'suggest the necessity of an intervention; in medicine']",[0]
d001.s012.t011,"Oncogenes must be present for a cell to become malignant , but researchers have found them in normal as well as in cancerous cells , suggesting that [TGT] oncogenes [TGT] do n't cause cancer by themselves .",['oncogene%1:08:00::'],['a gene that disposes normal cells to change into cancerous tumor cells'],[0]
d001.s012.t012,"Oncogenes must be present for a cell to become malignant , but researchers have found them in normal as well as in cancerous cells , suggesting that oncogenes do n't [TGT] cause [TGT] cancer by themselves .","['cause%2:32:00::', 'cause%2:36:00::']","['cause to do; cause to act in a specified manner', 'give rise to; cause to happen or occur, not always intentionally']",[1]
d001.s012.t013,"Oncogenes must be present for a cell to become malignant , but researchers have found them in normal as well as in cancerous cells , suggesting that oncogenes do n't cause [TGT] cancer [TGT] by themselves .","['cancer%1:17:00::', 'cancer%1:26:00::', 'cancer%1:18:00::', 'cancer%1:15:00::', 'cancer%1:05:00::']","['a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', '(astrology) a person who is born while the sun is in Cancer', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', 'type genus of the family Cancridae']",[1]
d001.s013.t000,"In [TGT] recent [TGT] months , researchers have come to believe the two types of cancer genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .","['recent%5:00:00:new:00', 'recent%5:00:00:past:00']","['new', 'of the immediate past or just previous to the present time']",[1]
d001.s013.t001,"In recent [TGT] months [TGT] , researchers have come to believe the two types of cancer genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .","['month%1:28:01::', 'month%1:28:00::']","['one of the twelve divisions of the calendar year', 'a time unit of approximately 30 days']",[0]
d001.s013.t002,"In recent months , [TGT] researchers [TGT] have come to believe the two types of cancer genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .",['researcher%1:18:00::'],['a scientist who devotes himself to doing research'],[0]
d001.s013.t003,"In recent months , researchers have [TGT] come [TGT] to believe the two types of cancer genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .","['come%2:30:03::', 'come%2:38:00::', 'come%2:42:02::', 'come%2:42:12::', 'come%2:42:13::', 'come%2:38:04::', 'come%2:38:02::', 'come%2:42:11::', 'come%2:42:05::', 'come%2:38:03::', 'come%2:31:13::', 'come%2:30:01::', 'come%2:42:15::', 'come%2:30:02::', 'come%2:30:13::', 'come%2:42:09::', 'come%2:42:00::', 'come%2:31:14::', 'come%2:42:03::', 'come%2:39:00::', 'come%2:42:04::']","['reach or enter a state, relation, condition, use, or position', 'move toward, travel toward something or somebody or approach something or somebody', 'proceed or get along', 'add up in number or quantity', 'come forth', 'reach a destination; arrive by movement or progress', 'be received', 'develop into', 'exist or occur in a certain point in a series', 'cover a certain distance', 'have a certain priority', 'come to pass; arrive, as in due course', 'come from; be connected by a relationship of blood, for example', 'be found or available', 'happen as a result', 'be a native of', 'come under, be classified or included', ""come to one's mind; suggest itself"", 'extend or reach', 'experience orgasm', 'to be the product or result']",[0]
d001.s013.t004,"In recent months , researchers have come to [TGT] believe [TGT] the two types of cancer genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .","['believe%2:31:00::', 'believe%2:31:04::', 'believe%2:31:01::', 'believe%2:31:02::', 'believe%2:31:03::']","['accept as true; take to be true', 'judge or regard; look upon; judge', 'follow a credo; have a faith; be a believer', 'credit with veracity', 'be confident about something']",[0]
d001.s013.t005,"In recent months , researchers have come to believe the two [TGT] types [TGT] of cancer genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .","['type%1:06:00::', 'type%1:09:00::', 'type%1:10:01::', 'type%1:18:00::', 'type%1:14:01::', 'type%1:10:00::']","['a small metal block bearing a raised character on one end; produces a printed character when inked and pressed on paper', 'a subdivision of a particular kind of thing', 'printed characters', 'a person of a specified kind (usually with many eccentricities)', '(biology) the taxonomic group whose characteristics are used to define the next higher taxon', 'all of the tokens of the same symbol']",[1]
d001.s013.t006,"In recent months , researchers have come to believe the two types of [TGT] cancer [TGT] genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .","['cancer%1:17:00::', 'cancer%1:26:00::', 'cancer%1:18:00::', 'cancer%1:15:00::', 'cancer%1:05:00::']","['a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', '(astrology) a person who is born while the sun is in Cancer', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', 'type genus of the family Cancridae']",[1]
d001.s013.t007,"In recent months , researchers have come to believe the two types of cancer [TGT] genes [TGT] work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .",['gene%1:08:00::'],['(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity'],[0]
d001.s013.t008,"In recent months , researchers have come to believe the two types of cancer genes [TGT] work [TGT] in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .","['work%2:42:10::', 'work%2:34:10::', 'work%2:31:13::', 'work%2:41:10::', 'work%2:41:03::', 'work%2:39:10::', 'work%2:36:12::', 'work%2:35:02::', 'work%2:37:10::', 'work%2:38:00::', 'work%2:41:11::', 'work%2:35:14::', 'work%2:38:02::', 'work%2:36:00::', 'work%2:41:02::', 'work%2:36:09::', 'work%2:41:05::', 'work%2:41:12::', 'work%2:30:14::', 'work%2:41:04::', 'work%2:36:01::', 'work%2:35:00::', 'work%2:30:13::', 'work%2:30:10::', 'work%2:41:00::', 'work%2:41:01::', 'work%2:29:00::']","['behave in a certain way when handled', ""use or manipulate to one's advantage"", 'find the solution to (a problem or question) or understand the meaning of', 'have and exert influence or effect', 'have an effect or outcome; often the one desired or expected', 'provoke or excite', 'make something, usually for a specific function', 'perform as expected when applied', 'gratify and charm, usually in order to influence', 'proceed along a path', 'operate in or through', 'move into or onto', 'move in an agitated manner', 'shape, form, or improve a material', 'exert oneself by doing mental or physical work for a purpose or out of necessity', 'prepare for crops', 'proceed towards a goal or along a path or through an activity', 'cause to operate or function', 'cause to undergo fermentation', 'operate in a certain place, area, or specialty', 'cause to happen or to occur as a consequence', 'make uniform', 'go sour or spoil', 'arrive at a certain condition through repeated motion', 'be employed', 'cause to work', 'give a workout to']",[7]
d001.s013.t009,"In recent months , researchers have come to believe the two types of cancer genes work [TGT] in concert [TGT] : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .",['in_concert%4:02:00::'],['with a common plan'],[0]
d001.s013.t010,"In recent months , researchers have come to believe the two types of cancer genes work in concert : An [TGT] oncogene [TGT] may turn proliferating cells malignant only after the tumor-suppressor gene has been damaged .",['oncogene%1:08:00::'],['a gene that disposes normal cells to change into cancerous tumor cells'],[0]
d001.s013.t011,"In recent months , researchers have come to believe the two types of cancer genes work in concert : An oncogene may [TGT] turn [TGT] proliferating cells malignant only after the tumor-suppressor gene has been damaged .","['turn%2:38:04::', 'turn%2:41:10::', 'turn%2:36:00::', 'turn%2:38:06::', 'turn%2:42:13::', 'turn%2:30:14::', 'turn%2:30:04::', 'turn%2:35:11::', 'turn%2:29:00::', 'turn%2:38:00::', 'turn%2:38:14::', 'turn%2:35:10::', 'turn%2:38:01::', 'turn%2:30:00::', 'turn%2:32:14::', 'turn%2:38:13::', 'turn%2:42:00::', 'turn%2:40:13::', 'turn%2:35:06::', 'turn%2:30:01::', 'turn%2:30:09::', 'turn%2:35:08::', 'turn%2:33:13::', 'turn%2:38:02::', 'turn%2:30:03::', 'turn%2:38:03::']","['move around an axis or a center', 'accomplish by rotating', 'to break and turn over earth especially with a plow', 'to send or let go', 'cause to change or turn into something different;assume new characteristics', 'become officially one year older', 'undergo a transformation or a change of position or action', 'cause (a plastic object) to assume a crooked or angular form', 'twist suddenly so as to sprain', 'change orientation or direction, also in the abstract sense', ""channel one's attention, interest, thought, or attention toward or away from something"", 'alter the functioning or setting of', 'cause to move around a center so as to show another side of', 'change to the contrary', 'have recourse to or make an appeal or request for help or information to', 'cause to move along an axis or into a new direction', 'undergo a change or development', 'get by buying and selling', 'shape by rotating on a lathe or cutting device or a wheel', 'go sour or spoil', 'change color', 'let (something) fall or spill from a container', 'direct at someone', 'cause to move around or rotate', 'pass into a condition gradually, take on a specific property or attribute; become', 'pass to the other side of']",[4]
d001.s013.t012,"In recent months , researchers have come to believe the two types of cancer genes work in concert : An oncogene may turn [TGT] proliferating [TGT] cells malignant only after the tumor-suppressor gene has been damaged .","['proliferate%2:30:00::', 'proliferate%2:30:01::']","['grow rapidly', 'cause to grow or increase rapidly']",[1]
d001.s013.t013,"In recent months , researchers have come to believe the two types of cancer genes work in concert : An oncogene may turn proliferating [TGT] cells [TGT] malignant only after the tumor-suppressor gene has been damaged .","['cell%1:06:01::', 'cell%1:06:03::', 'cell%1:14:00::', 'cell%1:06:00::', 'cell%1:06:04::', 'cell%1:06:02::', 'cell%1:03:00::']","['a room where a prisoner is kept', 'any small compartment', 'a small unit serving as part of or as the nucleus of a larger political movement', 'a device that delivers an electric current as the result of a chemical reaction', 'a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver', 'small room in which a monk or nun lives', '(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals']",[6]
d001.s013.t014,"In recent months , researchers have come to believe the two types of cancer genes work in concert : An oncogene may turn proliferating cells [TGT] malignant [TGT] only after the tumor-suppressor gene has been damaged .",['malignant%3:00:02::'],['dangerous to health; characterized by progressive and uncontrolled growth (especially of a tumor)'],[0]
d001.s013.t015,"In recent months , researchers have come to believe the two types of cancer genes work in concert : An oncogene may turn proliferating cells malignant [TGT] only [TGT] after the tumor-suppressor gene has been damaged .","['only%4:02:00::', 'only%4:02:03::', 'only%4:02:04::', 'only%4:02:05::', 'only%4:02:02::', 'only%4:02:06::', 'only%4:02:01::']","['with nevertheless the final result', 'never except when', 'in the final outcome', 'as recently as', 'and nothing more', 'except that', 'without any others being included or involved']",[1]
d001.s013.t016,"In recent months , researchers have come to believe the two types of cancer genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor [TGT] gene [TGT] has been damaged .",['gene%1:08:00::'],['(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity'],[0]
d001.s013.t017,"In recent months , researchers have come to believe the two types of cancer genes work in concert : An oncogene may turn proliferating cells malignant only after the tumor-suppressor gene has been [TGT] damaged [TGT] .","['damage%2:30:00::', 'damage%2:30:01::']","['inflict damage upon', 'suffer or be susceptible to damage']",[0]
d001.s014.t000,"Like all [TGT] genes [TGT] , tumor-suppressor genes are inherited in two copies , one from each parent .",['gene%1:08:00::'],['(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity'],[0]
d001.s014.t001,"Like all genes , tumor-suppressor [TGT] genes [TGT] are inherited in two copies , one from each parent .",['gene%1:08:00::'],['(genetics) a segment of DNA that is involved in producing a polypeptide chain; it can include regions preceding and following the coding DNA as well as introns between the exons; it is considered a unit of heredity'],[0]
d001.s014.t002,"Like all genes , tumor-suppressor genes are [TGT] inherited [TGT] in two copies , one from each parent .","['inherit%2:40:02::', 'inherit%2:40:01::', 'inherit%2:40:00::']","['receive from a predecessor', 'receive by genetic transmission', 'obtain from someone after their death']",[1]
d001.s014.t003,"Like all genes , tumor-suppressor genes are inherited in two [TGT] copies [TGT] , one from each parent .","['copy%1:10:01::', 'copy%1:10:00::', 'copy%1:10:02::', 'copy%1:06:00::']","['matter to be printed; exclusive of graphical materials', 'a reproduction of a written record (e.g. of a legal or school record)', 'material suitable for a journalistic account', 'a thing made to be similar or identical to another thing']",[3]
d001.s014.t004,"Like all genes , tumor-suppressor genes are inherited in two copies , one from each [TGT] parent [TGT] .","['parent%1:18:00::', 'parent%1:03:00::']","['a father or mother; one who begets or one who gives birth to or nurtures and raises a child; a relative who plays the role of guardian', 'an organism (plant or animal) from which younger ones are obtained']",[0]
d001.s015.t000,"Either [TGT] copy [TGT] can make the proteins needed to control cell growth , so for cancer to arise , both copies must be impaired .","['copy%1:10:01::', 'copy%1:10:00::', 'copy%1:10:02::', 'copy%1:06:00::']","['matter to be printed; exclusive of graphical materials', 'a reproduction of a written record (e.g. of a legal or school record)', 'material suitable for a journalistic account', 'a thing made to be similar or identical to another thing']",[3]
d001.s015.t001,"Either copy can [TGT] make [TGT] the proteins needed to control cell growth , so for cancer to arise , both copies must be impaired .","['make%2:42:15::', 'make%2:42:09::', 'make%2:31:13::', 'make%2:38:05::', 'make%2:36:00::', 'make%2:40:02::', 'make%2:41:03::', 'make%2:42:13::', 'make%2:40:01::', 'make%2:38:10::', 'make%2:41:01::', 'make%2:38:15::', 'make%2:29:08::', 'make%2:30:12::', 'make%2:32:00::', 'make%2:38:02::', 'make%2:42:00::', 'make%2:36:05::', 'make%2:41:13::', 'make%2:36:10::', 'make%2:29:06::', 'make%2:32:14::', 'make%2:30:14::', 'make%2:30:15::', 'make%2:36:09::', 'make%2:39:12::', 'make%2:30:10::', 'make%2:30:00::', 'make%2:36:08::', 'make%2:38:00::', 'make%2:36:04::', 'make%2:30:02::', 'make%2:36:07::', 'make%2:31:12::', 'make%2:36:12::', 'make%2:31:10::', 'make%2:29:01::', 'make%2:42:05::', 'make%2:29:00::', 'make%2:36:15::', 'make%2:42:12::', 'make%2:42:11::', 'make%2:32:09::', 'make%2:35:13::', 'make%2:31:00::', 'make%2:41:00::', 'make%2:36:13::', 'make%2:36:11::', 'make%2:36:01::']","['constitute the essence of', 'undergo fabrication or creation', 'institute, enact, or establish', 'head into a specified direction', 'make or cause to be or to become', 'achieve a point or goal', 'charge with a function; charge to be', 'be suitable for', 'earn on some commercial or business transaction; earn as salary or wages', 'proceed along a path', 'form by assembling individuals or constituents', 'reach in time', 'act in a certain way so as to acquire', 'develop into', 'cause to do; cause to act in a specified manner', 'reach a goal, e.g.,', 'be or be capable of being changed or made into', 'create or design, often in a certain way', 'carry out or commit', 'gather and light the materials for', 'behave in a certain way', 'assure the success of', 'favor the development of', 'change from one form into another', 'create by artistic means', 'appear to begin an activity', 'cause to be enjoyable or pleasurable', 'give certain properties to something', 'give rise to; cause to happen or occur, not always intentionally', 'reach a destination, either real or abstract', 'organize or be responsible for', 'put in order or neaten', 'prepare for eating by applying heat', 'calculate as being', 'perform or carry out', 'consider as being', 'eliminate urine', 'to compose or represent:', 'have a bowel movement', 'compel or make somebody or something to act in a certain way', 'add up to', 'amount to', 'represent fictitiously, as in a play, or pretend to be or act like', 'induce to have sex', 'make, formulate, or derive in the mind', 'engage in', 'make by combining materials and parts', 'make by shaping or bringing together constituents', 'create or manufacture a man-made product']",[4]
d001.s015.t002,"Either copy can make the [TGT] proteins [TGT] needed to control cell growth , so for cancer to arise , both copies must be impaired .",['protein%1:27:00::'],['any of a large group of nitrogenous organic compounds that are essential constituents of living cells; consist of polymers of amino acids; essential in the diet of animals for growth and for repair of tissues; can be obtained from meat and eggs and milk and legumes'],[0]
d001.s015.t003,"Either copy can make the proteins [TGT] needed [TGT] to control cell growth , so for cancer to arise , both copies must be impaired .","['need%2:34:01::', 'need%2:42:00::', 'need%2:34:00::']","['have or feel a need for', 'require as useful, just, or proper', 'have need of']",[1]
d001.s015.t004,"Either copy can make the proteins needed to [TGT] control [TGT] cell growth , so for cancer to arise , both copies must be impaired .","['control%2:41:02::', 'control%2:37:06::', 'control%2:31:00::', 'control%2:41:01::', 'control%2:41:00::', 'control%2:31:11::', 'control%2:31:01::', 'control%2:35:00::']","['check or regulate (a scientific experiment) by conducting a parallel experiment or comparing with another standard', ""control (others or oneself) or influence skillfully, usually to one's advantage"", 'have a firm understanding or knowledge of; be on top of', 'lessen the intensity of; temper; hold in restraint; hold or keep within limits', 'exercise authoritative control or power over', 'verify by using a duplicate register for comparison', 'be careful or certain to do something; make certain of something', 'handle and cause to function']",[3]
d001.s015.t005,"Either copy can make the proteins needed to control [TGT] cell [TGT] growth , so for cancer to arise , both copies must be impaired .","['cell%1:06:01::', 'cell%1:06:03::', 'cell%1:14:00::', 'cell%1:06:00::', 'cell%1:06:04::', 'cell%1:06:02::', 'cell%1:03:00::']","['a room where a prisoner is kept', 'any small compartment', 'a small unit serving as part of or as the nucleus of a larger political movement', 'a device that delivers an electric current as the result of a chemical reaction', 'a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver', 'small room in which a monk or nun lives', '(biology) the basic structural and functional unit of all organisms; they may exist as independent units of life (as in monads) or may form colonies or tissues as in higher plants and animals']",[6]
d001.s015.t006,"Either copy can make the proteins needed to control cell [TGT] growth [TGT] , so for cancer to arise , both copies must be impaired .","['growth%1:14:00::', 'growth%1:22:00::', 'growth%1:26:00::', 'growth%1:22:02::', 'growth%1:17:00::', 'growth%1:11:01::', 'growth%1:22:01::']","['vegetation that has grown', '(biology) the process of an individual organism growing organically; a purely biological unfolding of events involved in an organism changing gradually from a simple to a more complex level', '(pathology) an abnormal proliferation of tissue (as in a tumor)', 'a process of becoming larger or longer or more numerous or more important', 'something grown or growing', 'the gradual beginning or coming forth', 'a progression from simpler to more complex forms']",[1]
d001.s015.t007,"Either copy can make the proteins needed to control cell growth , so for [TGT] cancer [TGT] to arise , both copies must be impaired .","['cancer%1:17:00::', 'cancer%1:26:00::', 'cancer%1:18:00::', 'cancer%1:15:00::', 'cancer%1:05:00::']","['a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', '(astrology) a person who is born while the sun is in Cancer', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', 'type genus of the family Cancridae']",[1]
d001.s015.t008,"Either copy can make the proteins needed to control cell growth , so for cancer to [TGT] arise [TGT] , both copies must be impaired .","['arise%2:29:00::', 'arise%2:42:01::', 'arise%2:38:04::', 'arise%2:30:00::', 'arise%2:41:00::', 'arise%2:42:00::', 'arise%2:38:00::']","['get up and out of bed', 'originate or come into being', 'move upward', 'result or issue', 'take part in a rebellion; renounce a former allegiance', 'come into existence; take on form or shape', ""rise to one's feet""]",[5]
d001.s015.t009,"Either copy can make the proteins needed to control cell growth , so for cancer to arise , both [TGT] copies [TGT] must be impaired .","['copy%1:10:01::', 'copy%1:10:00::', 'copy%1:10:02::', 'copy%1:06:00::']","['matter to be printed; exclusive of graphical materials', 'a reproduction of a written record (e.g. of a legal or school record)', 'material suitable for a journalistic account', 'a thing made to be similar or identical to another thing']",[3]
d001.s015.t010,"Either copy can make the proteins needed to control cell growth , so for cancer to arise , both copies must be [TGT] impaired [TGT] .","['impaired%3:00:00::', 'impaired%5:00:00:unfit:01']","['diminished in strength, quality, or utility', 'mentally or physically unfit']",[0]
d001.s016.t000,"A [TGT] person [TGT] who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the other copy for a cancer to develop .","['person%1:03:00::', 'person%1:10:00::', 'person%1:08:00::']","['a human being', 'a grammatical category used in the classification of pronouns, possessive determiners, and verb forms according to whether they indicate the speaker, the addressee, or a third party', 'a human body (usually including the clothing)']",[0]
d001.s016.t001,"A person who is [TGT] born [TGT] with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the other copy for a cancer to develop .","['bear%2:36:00::', 'bear%2:35:00::', 'bear%2:42:14::', 'bear%2:41:00::', 'bear%2:31:00::', 'bear%2:29:00::', 'bear%2:40:01::', 'bear%2:42:01::', 'bear%2:40:00::', 'bear%2:29:01::', 'bear%2:35:01::', 'bear%2:40:02::', 'bear%2:29:02::']","['bring forth,', 'move while holding up or supporting', 'contain or hold; have within', 'behave in a certain manner', 'put up with something or somebody unpleasant', 'be pregnant with', 'bring in', 'have', 'have rightfully; of rights, titles, and offices', 'cause to be born', 'support or hold in a certain manner', ""take on as one's own the expenses or debts of another person"", ""have on one's person""]",[9]
d001.s016.t002,"A person who is born with one [TGT] defective [TGT] copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the other copy for a cancer to develop .","['defective%5:00:00:abnormal:00', 'defective%5:00:00:malfunctioning:00', 'defective%5:00:00:imperfect:00']","['markedly subnormal in structure or function or intelligence or behavior', 'not working properly', 'having a defect']",[1]
d001.s016.t003,"A person who is born with one defective [TGT] copy [TGT] of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the other copy for a cancer to develop .","['copy%1:10:01::', 'copy%1:10:00::', 'copy%1:10:02::', 'copy%1:06:00::']","['matter to be printed; exclusive of graphical materials', 'a reproduction of a written record (e.g. of a legal or school record)', 'material suitable for a journalistic account', 'a thing made to be similar or identical to another thing']",[3]
d001.s016.t004,"A person who is born with one defective copy of a [TGT] suppressor gene [TGT] , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the other copy for a cancer to develop .",['suppressor_gene%1:08:00::'],['a gene that suppresses the phenotypic expression of another gene (especially of a mutant gene)'],[0]
d001.s016.t005,"A person who is born with one defective copy of a suppressor gene , or in whom one [TGT] copy [TGT] is damaged early in life , is especially prone to cancer because he need only lose the other copy for a cancer to develop .","['copy%1:10:01::', 'copy%1:10:00::', 'copy%1:10:02::', 'copy%1:06:00::']","['matter to be printed; exclusive of graphical materials', 'a reproduction of a written record (e.g. of a legal or school record)', 'material suitable for a journalistic account', 'a thing made to be similar or identical to another thing']",[3]
d001.s016.t006,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is [TGT] damaged [TGT] early in life , is especially prone to cancer because he need only lose the other copy for a cancer to develop .","['damage%2:30:00::', 'damage%2:30:01::']","['inflict damage upon', 'suffer or be susceptible to damage']",[0]
d001.s016.t007,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged [TGT] early [TGT] in life , is especially prone to cancer because he need only lose the other copy for a cancer to develop .","['early%4:02:00::', 'early%4:02:01::', 'early%4:02:02::']","['before the usual time or the time expected', 'during an early stage', 'in good time']",[1]
d001.s016.t008,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in [TGT] life [TGT] , is especially prone to cancer because he need only lose the other copy for a cancer to develop .","['life%1:19:00::', 'life%1:16:00::', 'life%1:10:00::', 'life%1:28:01::', 'life%1:09:00::', 'life%1:26:00::', 'life%1:28:02::', 'life%1:26:02::', 'life%1:26:01::', 'life%1:03:00::', 'life%1:28:00::', 'life%1:07:01::', 'life%1:28:03::', 'life%1:18:00::']","['the organic phenomenon that distinguishes living organisms from nonliving ones', 'a motive for living', ""an account of the series of events making up a person's life"", 'the period between birth and the present time', 'the experience of being alive; the course of human events and activities', 'the condition of living or the state of being alive', 'the period from the present until death', 'the course of existence of an individual; the actions and events that occur in living', 'a characteristic state or mode of living', 'living things collectively', 'the period during which something is functional (as between birth and death)', 'animation and energy in action or expression', 'a prison term lasting as long as the prisoner lives', 'a living person']",[3]
d001.s016.t009,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is [TGT] especially [TGT] prone to cancer because he need only lose the other copy for a cancer to develop .","['especially%4:02:00::', 'especially%4:02:01::']","['to a distinctly greater extent or degree than is common', 'in a special manner']",[0]
d001.s016.t010,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to [TGT] cancer [TGT] because he need only lose the other copy for a cancer to develop .","['cancer%1:17:00::', 'cancer%1:26:00::', 'cancer%1:18:00::', 'cancer%1:15:00::', 'cancer%1:05:00::']","['a small zodiacal constellation in the northern hemisphere; between Leo and Gemini', 'any malignant growth or tumor caused by abnormal and uncontrolled cell division; it may spread to other parts of the body through the lymphatic system or the blood stream', '(astrology) a person who is born while the sun is in Cancer', 'the fourth sign of the zodiac; the sun is in this sign from about June 21 to July 22', 'type genus of the family Cancridae']",[1]
d001.s016.t011,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he [TGT] need [TGT] only lose the other copy for a cancer to develop .","['need%2:34:01::', 'need%2:42:00::', 'need%2:34:00::']","['have or feel a need for', 'require as useful, just, or proper', 'have need of']",[0]
d001.s016.t012,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need [TGT] only [TGT] lose the other copy for a cancer to develop .","['only%4:02:00::', 'only%4:02:03::', 'only%4:02:04::', 'only%4:02:05::', 'only%4:02:02::', 'only%4:02:06::', 'only%4:02:01::']","['with nevertheless the final result', 'never except when', 'in the final outcome', 'as recently as', 'and nothing more', 'except that', 'without any others being included or involved']",[4]
d001.s016.t013,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only [TGT] lose [TGT] the other copy for a cancer to develop .","['lose%2:30:03::', 'lose%2:40:01::', 'lose%2:33:00::', 'lose%2:40:02::', 'lose%2:39:00::', 'lose%2:37:00::', 'lose%2:40:00::', 'lose%2:35:00::', 'lose%2:40:06::', 'lose%2:33:01::', 'lose%2:39:01::']","['be set at a disadvantage', ""miss from one's possessions; lose sight of"", 'fail to win', 'fail to keep or to maintain; cease to have, either physically or in an abstract sense', 'allow to go out of sight', 'suffer the loss of a person through death or removal', 'fail to get or obtain', 'place (something) where one cannot find it again', 'fail to make money in a business; make a loss or fail to profit', 'retreat', 'fail to perceive or to catch with the senses or the mind']",[3]
d001.s016.t014,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the [TGT] other [TGT] copy for a cancer to develop .","['other%5:00:02:past:00', 'other%5:00:00:past:00', 'other%5:00:00:strange:00', 'other%3:00:00::']","['belonging to the distant past', 'recently past', 'very unusual; different in character or quality from the normal or expected; - Lance Morrow', 'not the same one or ones already mentioned or implied; - the White Queen']",[3]
d001.s016.t015,"A person who is born with one defective copy of a suppressor gene , or in whom one copy is damaged early in life , is especially prone to cancer because he need only lose the other [TGT] copy [TGT] for a cancer to develop .","['copy%1:10:01::', 'copy%1:10:00::', 'copy%1:10:02::', 'copy%1:06:00::']","['matter to be printed; exclusive of graphical materials', 'a reproduction of a written record (e.g. of a legal or school record)', 'material suitable for a journalistic account', 'a thing made to be similar or identical to another thing']",[3]
